,intitule,nomCompteEtablissement,idNomTypeContrat,idNomNiveauExperience,texteHtmlProfil,texteHtmlEntreprise,texteHtml,salaireTexte
45,Data Analyste Business F/H,Cadreo,101888,200269,"- Vous êtes titulaire d'une formation supérieur Bac +5 / école de commerce.
- Vous possédez une expérience minimum de 3 ans dans le pilotage de la Performance commerciale.
- Vous maitrisez parfaitement les outils BI comme Tableau, l'extraction et l'analyse des données.
- Vous être proactif, curieux, doté(e) d'un esprit d'équipe développé, vous êtes rigoureux et organisé(e).
- Votre esprit d'analyse /de synthèse, votre sens de la communication et vos capacités à convaincre vous permettront de faire passer vos idées avec diplomatie et de dialoguer avec des interlocuteurs issus de métiers différents.","Depuis sa création, Bouygues Telecom propose des solutions pour mettre la révolution numérique à la portée de tous. Ses 7000 collaborateurs ont tous le même objectif : développer les usages numériques de ses clients pour leur offrir une expérience intense de la technologie.","Choisir Bouygues Telecom, c'est choisir de vivre une expérience professionnelle unique pour gagner en compétences aux côtés d'experts reconnus. Venez développer vos talents et découvrir de nouveaux horizons numériques dans un groupe qui met le meilleur de la technologie au service de l'expérience client.

Au sein de la direction grand public et pro, vous serez rattaché(e) au pôle Performance de la Direction du Développement Commercial de Bouygues Telecom qui sont en charge d'animer et piloter la performance commerciale des canaux de distribution de Bouygues Telecom (Distribution physique, Télévente, Web, DAD).

En tant que DATA analyste business, vous accompagnez les canaux de distribution dans la réalisation de leurs objectifs commerciaux et vous aurez comme principales missions :
- Piloter et animer au quotidien le suivi de l'activité commerciale en lien avec les objectifs définis dans le budget.
- Elaborer en lien avec les canaux la saisonnalité quotidienne des ventes, ainsi que les prévisions des ventes mensuelles.
- Concevoir des outils de suivi et pilotage de la performance commerciale des canaux- Réaliser des analyses de performance ad'hoc sur des opérations commerciales (trade, communication, prix produit, offre...).
- Préparer les revues commerciales avec les canaux et proposer des plans d'actions correctifs suite analyse des écarts constatés.
- Contribuer à la construction des objectifs commerciaux des canaux de distribution.",A négocier
46,Data Analyste Business F/H,BOUYGUES TELECOM,101888,597152,"- Vous êtes titulaire d'une formation supérieur Bac+5 / école de commerce.<br />- Vous possédez une expérience minimum de 3 ans dans le pilotage de la Performance commerciale.<br />- Vous maitrisez parfaitement les outils BI comme Tableau, l'extraction et l'analyse des données<br />- Vous être proactif, curieux, doté(e) d'un esprit d'équipe développé, vous êtes rigoureux et organisé(e).<br />- Votre esprit d'analyse /de synthèse, votre sens de la communication et vos capacités à convaincre vous permettront de faire passer vos idées avec diplomatie et de dialoguer avec des interlocuteurs issus de métiers différents.","Choisir Bouygues Telecom, c'est choisir de vivre une expérience professionnelle unique pour gagner en compétences aux côtés d'experts reconnus. Venez développer vos talents et découvrir de nouveaux horizons numériques dans un groupe qui met le meilleur de la technologie au service de l'expérience client.","Au sein de la direction grand public et pro, vous serez rattaché(e) au pôle Performance de la Direction du Développement Commercial de Bouygues Telecom qui sont en charge d'animer et piloter la performance commerciale des canaux de distribution de Bouygues Telecom (Distribution physique, Télévente, Web, DAD).<br /><br />En tant que DATA analyste business, vous accompagnez les canaux de distribution dans la réalisation de leurs objectifs commerciaux et vous aurez comme principales missions :<br />- Piloter et animer au quotidien le suivi de l'activité commerciale en lien avec les objectifs définis dans le budget<br />- Elaborer en lien avec les canaux la saisonnalité quotidienne des ventes, ainsi que les prévisions des ventes mensuelles<br />- Concevoir des outils de suivi et pilotage de la performance commerciale des canaux- Réaliser des analyses de performance ad'hoc sur des opérations commerciales (trade, communication, prix produit, offre, …)<br />- Préparer les revues commerciales avec les canaux et proposer des plans d'actions correctifs suite analyse des écarts constatés<br />- Contribuer à la construction des objectifs commerciaux des canaux de distribution",A négocier
47,Consultant Data Analyste Web et Analytics secteur Médias F/H,MANAGEMENT INFORMATIQUE & NOUVELLES TECHNOLOGIES CONSEIL,101888,200269,"<p>Votre profil<br />•    Connaissances et expérience data web, <br />•    Capacité de traitement et de valorisation des données.<br />•    Capacité à synthétiser et interpréter les analyses data pour proposer des recommandations et plans d’actions.<br />•    Expérience de la connaissance client (acquisition, fidélisation, rétention…). <br /> </p>","<p>Pourquoi devenir un Talent MINT-Conseil ? :</p><ul><li>Pour travailler sur des projets stratégiques et innovants.</li><li>Pour être toujours incité à être force de proposition</li><li>Pour intégrer une entreprise qui s’occupe de ses Talents.</li><li>Pour rejoindre un programme de Mentorat.</li><li>Pour être accompagné dans le développement de vos compétences pour devenir un futur MINT-Leader.</li><li>Pour profiter de locaux modernes et d’activités (Afterworks, yoga, stretching, sophrologie, soirées à thèmes…)</li></ul><p>Depuis plus de 10 ans nous sommes une société de conseil en Technologies Innovantes et Management de Projets. Nous proposons à nos clients un accompagnement tout au long du cycle de développement de leurs produits et services.</p><p>Le Développement Humain et la Montée en Compétence sont stimulés pour garantir l’épanouissement personnel des Talents MINT-Conseil. Les consultants sont associés aux comités de pilotage (Offres, Formation, RH…) afin de participer directement à la MINT-Attitude : forcément collaborative et orientée vers le partage des connaissances de l’ensemble de nos Talents.</p><p> </p>","<p>Votre objectif sera la mise en place d’une stratégie de reporting efficace et d’analyse de données, en collaboration avec les différentes entités (CRM, Monétisation, Product Owner et Chefs de Projet des autres sites marques, service marketing…).</p><p>Type de tâches :<br />•    Concevoir de nouveaux outils de reporting permettant le pilotage de l’activité avec Kibana, Google Analytics et d’autres outils internes.<br />•    Mettre en place des outils et rapports dédiés à l’analyse des usages des utilisateurs connectés sur les produits web.<br />•    Contribuer à la mise en place de nouveaux outils de tracking en collaboration avec l’équipe Data Science et IT Data.<br />•    Accompagner les Product Owners dans la conception de datas à communiquer autour du produit.<br />•    Analyser les données (site desktop, mobile et appli) afin de matérialiser les tendances et anticiper les évolutions en collaboration avec les Product Owners et les UX Designers <br />•    Accompagner les équipes techniques dans la mise en place des plans de marquage et des bonnes pratiques data (comme par exemple le taggage des applications mobiles) dans l’objectif de fiabilisation des données </p>",A partir de 40 k€ brut annuel
48,Business Analyst / Analyste Développeur SQL BI – Aix-en-Provence (13) F/H,SYNCHRONE,101888,597152,"<p>Parlons de votre profil !</p><p>Issu(e) de formation supérieure en IT, vous bénéficiez d’une expérience réussie en tant que Business Analyst / Data Analyst junior / Analyste Développeur SQL BI.</p><p>Afin de s’épanouir sur ce poste, il vous est nécessaire de maîtriser le développement SQL et notamment SQL Server.</p><p>Une appétence pour comprendre les modèles de données des solutions éditeurs (Paie/Facturation/Comptabilité) est attendue.</p><p>Des  compétences Talend et des connaissances sur Power BI sont très appréciées.</p><p> </p><p>Autonome et autodidacte, vous monterez en compétence sur un paysage applicatif existant et participerez à la fois à sa transformation. Si vous êtes convaincu(e) que la simplicité, l’efficacité et le travail en équipe sont les piliers indispensables de tout projet, ce poste est fait pour vous !</p>","<p>Notre Entreprise</p><p>Spécialisée en Consulting, Data Expertise et Digital Experience, Synchrone (1500 salariés) accompagne la transformation digitale des grandes organisations dans leurs projets IT et métier.</p><p> </p><p>Nous proposons à nos Consultants un parcours professionnel enrichissant, au travers d’un plan de carrière personnalisé. Notre société porte une attention particulière à l’expertise et l’évolution de carrière.</p><p> </p><p>Synchrone est labellisée « Happy at Work ».</p><p> </p><p>En 2021, nous recrutons près de 500 talents ! Product Owner, Scrum-masters, PMO, Chefs de Projet, Spécialistes du Digital / Web / Mobile, Experts Cloud / Big Data ...</p><p> </p><p>Intéressé(e) ? Rejoignez-nous :-) https://synchrone.fr/carrieres</p><p> </p><p>Il est temps de nous rencontrer !</p><p>Vous êtes passionné (e) par les nouvelles technologies et l’univers du Digital ? Vous souhaitez vous investir pleinement au sein d’une société en pleine évolution en intégrant un poste à forte valeur ajoutée ? Dans ce cas rejoignez-nous en nous envoyant dès à présent votre candidature par mail !</p>","<p>Votre Rôle, vos Responsabilités</p><p>Dans le cadre du développement de notre paysage applicatif et de nos outils décisionnels, nous recherchons un profil de Business Analyst / Analyste Développeur SQL BI H/F afin de rejoindre notre Lab Interne et contribuer ainsi à accélérer notre transformation.</p><p>Votre métier, quatre domaines de compétences en synergie : Intégrer / Développer, Accompagner, Construire, Innover.</p><p> </p><p>Sous la responsabilité du Team Leader Développement, votre fonction consistera en tant que Business Analyst / Analyste Développeur SQL BI à :</p><p>- participer à l’élaboration des spécifications techniques dans le cadre des évolutions du paysage applicatif (des montées de version des outils existants jusqu’à la migration ou déploiement de nouvelles solutions)</p><p>- contribuer à la robustesse des passerelles mises en place (outil propriétaire MLP et API), en réaliser de nouvelles, les faire évoluer et garantir ainsi la qualité des flux de l’information</p><p>- concevoir les briques (modules) techniques</p><p>- accompagner les Business Partner Finance et Digital pour répondre aux besoins Métiers et Directions de reporting analytiques société mais aussi spécifiques</p><p>- analyser, extraire et interpréter les données</p><p>- développer, tester et valider les livrables attendus dans les sprints</p><p>- être force de proposition et tirer parti des problèmes rencontrés en proposant des améliorations techniques en conséquence</p><p>- proposer des mises en place de fonctionnalités, de compatibilités, de facilitations ou de sécurisations toujours plus audacieuses (SI sous certification ISO 27001)</p><p>- partager régulièrement sur des points de veille sur l’évolution du SI afin d’inclure toute suggestion innovante dans notre roadmap</p><p>- réaliser les documentations techniques.</p>",A négocier
49,Consultant.e Microsoft Azure F/H,DATATORII,101888,200269,"<p>Formation initiale</p><ul><li>  BAC +5 Scientifique (mathématiques, statistiques et traitement du signal, informatique) ou Ecole de commerce (Data Analyst, Data Business)</li></ul><p> </p><p>Connaissances ou expériences</p><ul><li>  Vous possédez une première expérience significative sur la Business Intelligence où vous êtes intervenu de manière opérationnelle sur tout ou partie du cycle « projet » décisionnel (MOE puis AMOA).</li><li>  Vous y avez développé des compétences analytiques (modélisation, data management, algorithmie, statistiques, dataviz), notamment sur les langages R, Python et la suite Microsoft BI et Azure.</li></ul><p> </p><p>Qualités</p><ul><li>  Excellent relationnel</li><li>  Bon communicant </li><li>  Proactif</li><li>  Pédagogue</li><li>  Capacité d’analyse et de synthèse</li></ul>","<p>Datatorii est une société de conseil spécialiste de la donnée : Business Intelligence et Data Science.</p><p>Partenaires des directions métiers et informatiques, nous accompagnons nos clients dans la mise en place de solutions techniques (architecture, infra, cloud, etc.), ainsi que dans l’expression de la valeur de leurs données.</p><p>La R&D réalisée en interne (Data Dojo) autour des évolutions technologiques Microsoft nous positionne également comme un partenaire d’innovation et de mise en place des meilleures pratiques du marché.</p><p>Reconnus comme organisme de formation, nous accompagnons nos clients de la prise en main jusqu’à la maîtrise des solutions techniques Microsoft, ainsi que sur l’état de l’art des projets BI.</p><p>Nichés dans le 3éme arrondissement de Paris, nos locaux vous offrent tout le confort pour vous former, échanger régulièrement avec vos pairs, participer aux ateliers internes, organiser vos événements R&D et recevoir nos clients.</p><p>Datatorii vous donne la possibilité de réaliser vos prochains challenges !<br /> </p>","<p>Vous effectuez des missions à forte valeur ajoutée au sein de dispositifs pluridisciplinaires (Ingénieur, Data Analyst, Architecte, Chef de projet, Formateur, etc.).</p><p>Vous intervenez en AMOA et MOE sur les projets majeurs de transformation des usages de la Business Intelligence et/ou Data Science de nos clients.</p><p>Au sein d’une équipe solidaire, dynamique et audacieuse, selon vos compétences et vos appétences, vous participerez ou prendrez le lead sur :</p><ul><li>  Le cadrage en amont du projet</li><li>  Le management du projet</li><li>  L’assistance à maîtrise d’ouvrage du SI Décisionnel</li><li>  L’accompagnement de la MOE sur les réalisations (Microsoft Azure, ADF, Synapse, PowerBI, Python, DataBricks)</li><li>  Le choix d’orientation et déploiement cloud de nos clients (Microsoft Azure)</li><li>  La conception d’offres innovantes leur promotion (UX BI,  BI Self-service, Data Science, ...)</li><li>  La rédaction de propositions sur mesure et leur soutenance</li><li>  La formation interne ou externe au sein de notre organisme de formation</li></ul><p> </p><p>Grâce à nos capitalisations, nos méthodes et notre dispositif d’accompagnement, Datatorii vous intègre dans un parcours certifiant et vous offre toutes les chances de réussir avec des perspectives de carrière motivantes.</p>",45 - 55 k€ brut annuel
50,Consultant.e data F/H,DATATORII,101888,597151,"<p><strong>Profil </strong></p><p>Formation initiale</p><ul><li> BAC +5 Scientifique (mathématiques, statistiques et traitement du signal, informatique) ou Ecole de commerce (Data Analyst, Data Business)</li></ul><p>Connaissances ou expériences</p><ul><li>  Vous possédez une première expérience significative sur la Business Intelligence où vous êtes intervenu de manière opérationnelle sur tout ou partie du cycle « projet » décisionnel (MOE puis AMOA).</li><li>  Vous y avez développé des compétences analytiques (modélisation, data management, algorithmie, statistiques, dataviz), notamment sur les langages R, Python et la suite Microsoft BI.</li></ul><p> </p><p><strong>Qualités</strong></p><ul><li>  Excellent relationnel</li><li>  Bon communicant </li><li>  Proactif</li><li>  Pédagogue</li><li>  Capacité d’analyse et de synthèse</li></ul>","<p>Datatorii est une société de conseil spécialiste de la donnée : Business Intelligence et Data Science.</p><p>Partenaires des directions métiers et informatiques, nous accompagnons nos clients dans la mise en place de solutions techniques (architecture, infra, cloud, etc.), ainsi que dans l’expression de la valeur de leurs données.</p><p>La R&D réalisée en interne (Data Dojo) autour des évolutions technologiques Microsoft nous positionne également comme un partenaire d’innovation et de mise en place des meilleures pratiques du marché.</p><p>Reconnus comme organisme de formation, nous accompagnons nos clients de la prise en main jusqu’à la maîtrise des solutions techniques Microsoft, ainsi que sur l’état de l’art des projets BI.</p><p>Nichés dans le 3éme arrondissement de Paris, nos locaux vous offrent tout le confort pour vous former, échanger régulièrement avec vos pairs, participer aux ateliers internes, organiser vos événements R&D et recevoir nos clients.</p><p>Datatorii vous donne la possibilité de réaliser vos prochains challenges !<br /> </p>","<p><strong>Missions </strong></p><p>Vous effectuez des missions à forte valeur ajoutée au sein de dispositifs pluridisciplinaires (Ingénieur, Data Scientist, Architecte, Chef de projet, Formateur, etc.).</p><p>Vous intervenez en AMOA et MOE sur les projets majeurs de transformation des usages de la Business Intelligence et/ou Data Science de nos clients.</p><p>Au sein d’une équipe solidaire, dynamique et audacieuse, selon vos compétences et vos appétences, vous participerez ou prendrez le lead sur :</p><ul><li>  Le cadrage en amont du projet</li><li>  Le management du projet</li><li>  L’assistance à maîtrise d’ouvrage du SI Décisionnel</li><li>  L’accompagnement de la MOE sur les réalisations (SSIS, SSAS, SSRS, PowerBI, Microsoft Azure, Python)</li><li>  Le choix d’orientation et déploiement cloud de nos clients (Microsoft Azure)</li><li>  La conception d’offres innovantes leur promotion (UX BI,  BI Self-service, Data Science, ...)</li><li>  La rédaction de propositions sur mesure et leur soutenance</li><li>  La formation interne ou externe au sein de notre organisme de formation</li></ul><p>Grâce à nos capitalisations, nos méthodes et notre dispositif d’accompagnement, Datatorii vous intègre dans un parcours certifiant et vous offre toutes les chances de réussir avec des perspectives de carrière motivantes.</p><p> </p>",45 - 55 k€ brut annuel
51,Consultant Data F/H,NTICO TECHNOLOGY,101888,200269,"<p><strong>Tes super-pouvoirs : </strong></p><p>* 1er Pouvoir : Tu es expert de la data et tu sais traduire le besoin métier à travers la data (KPI, Dashboard).</p><p>* 2ème Pouvoir : La manipulation et le traitement des données est une seconde nature.</p><p>* 3ème Pouvoir : Tu as le sens du service et tu apportes des solutions innovantes.</p><p>* 4ème Pouvoir : Tu aimes transmettre et partager ton savoir.</p><p> </p><p><strong>Nos super-avantages ?</strong></p><p>* Intégrer la communauté Data en tant que cadre en CDI avec un salaire en lien avec ton expérience.</p><p>* Découvrir un management de proximité.</p><p>* Évoluer grâce à notre plan d’accompagnement et de développement des compétences personnalisé.</p><p>* Se déplacer principalement en métropole lilloise et au maximum dans un rayon de 40km pour tes missions.</p><p>* Accéder à un processus de recrutement rapide </p><p>Tout un package qui te sera présenté lors de ton entretien RH.</p><p> </p><p><strong>As-tu le super-profil recherché ?</strong></p><p>Tout profil, même junior est accepté. </p><p> </p><p><strong>Tu te reconnais ? Ne cherche plus et postule à cette offre ! </strong></p>","<p><strong>Le groupe NTICO Technology, Entreprise de Services Numériques, est né en mars 2010 de la volonté de ses associés de créer une entreprise à taille humaine, apportant une double compétence métier et technique à ses clients, dans un esprit de collaboration gagnant/gagnant.</strong></p><p>C’est avant tout une communauté de 100 talents, des collaborateurs impliqués sur des missions variées grâce à ses 4 entités : </p><ul><li><strong>ISTYATECH</strong> : l’expert de la Distribution.</li><li><strong>NTICO ENGINEERING</strong> : les services d’ingénierie (Banque, Assurance, Industrie, Tertiaire et Services).</li><li><strong>NTICO OPERATION </strong>: l'automatisation, les projets Cloud/DevOps et Sécurité. </li><li><strong>MDB</strong> : la Supply Chain et la gestion d'entrepôts.</li></ul>","<p><strong>Pourquoi nous rejoindre ?</strong></p><p>* Parce que chez nous, c’est une réelle fierté de faire grandir nos collaborateurs sur des projets variés et valorisants.</p><p>* Parce que chez nous, l’acquisition de nouvelles compétences est importante.</p><p>* Parce que chez nous, tu es écouté, valorisé et accompagné dans ton projet professionnel.</p><p>* Parce que chez nous, tu évolues dans une bonne ambiance !</p><p> </p><p><strong>Ta mission si tu l'acceptes : </strong></p><p>* Tu intègres une communauté Data, en tant que Data Engineer ou Data Analyst. </p><p>* Tu conçois et modélises les données et identifies les sources et flux à réaliser.</p><p>* Tu es en lien permanent avec les équipes métiers et IT.</p><p>* Tu formes et transmets ton savoir.</p><p>* Tu es garant de la qualité des livraisons.</p><p> </p><p><strong>Tel spiderman, tu tisses ta toile de compétences :</strong></p><p>Talend, ODI, Stambia, Kafka, Systèmes distribués (Elastic Search, Mango DB), Tableau, BO, PowerBi, D3JS, API, Bases SQL et NoSQL, GCP, AWS</p><p> </p><p><strong>Si tu as reconnu la mission de tes rêves dans ce descriptif, enfile ta cape et rejoins-nous !</strong></p>",A négocier
52,Lead CRM Marketing Automation F/H,LAOU,101888,597152,"<p>Issu(e) d’un Bac+5, tu justifies d’une expérience significative en gestion de la relation client digitale. Tu disposes d’un bon bagage technique et tu es à l’aise avec le Back Office. Idéalement, tu maîtrises déjà certains de nos outils internes : Salesforce, Adobe Campaign, Adobe Analytics, Microsoft SQL Server.</p>",<p>Laou vous aide&nbsp;à trouver un job en région et vous aide à vous installer gratuitement.</p><p>Nos services en plus de vous trouver un job :</p><ul><li>Vous trouver un logement</li><li>Vous faire découvrir la ville&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</li><li>Trouver un job pour votre conjoint(e)</li></ul><p>Plus d'infos sur : https://laou.fr</p>,"<p>Chez laou, en ce moment, nous aidons une entreprise basée à Nantes à recruter un Lead CRM Marketing Automation F/H.</p><p>Laou est une plateforme spécialisée dans le recrutement IT en région. En plus de vous trouver un job, Laou s'occupe gratuitement de :</p><p>- Vous trouver votre futur logement<br />- Faciliter votre déménagement<br />- Aider votre conjoint à trouver un job<br />- Vous faire découvrir la ville</p><p>Découvrez d'autres offres similaires sur https://www.laou.fr/</p><p>Aujourd’hui, nous recherchons un(e) Lead CRM &amp; Marketing Automation pour nous accompagner sur l’ensemble des aspects liés à la relation client digitale. Directement rattaché(e) à l’équipe Data, tu travailles de façon transverse avec nos Product Owners, nos Développeurs, nos Data Analysts et nos Data Scientist.</p><p>&nbsp;</p><p>Ton day-to-day</p><p>&nbsp;</p><p>Tu participes à la stratégie omnicanale afin d’améliorer l’expérience client</p><p>Tu contribues aux leviers d’acquisition (SEA, SEO, Affiliation, …)</p><p>Tu réalises nos campagnes et tu analyses les performances (Emailing, Tracking)</p><p>Tu pilotes et tu optimises les process de nos équipes Sales et Customer Success</p><p>Tu es garant de nos outils de CRM et de Marketing Automation</p><p>Tu développes l’intégration de ces outils au sein du Système d’Information</p><p>Tu assures la transversalité et la cohérence de la stack Data dans l’entreprise</p><p>Tu participes à la réflexion et au développement de projets transverses globaux</p><p>Toi tel que nous t’imaginons dans nos rêves</p><p>&nbsp;</p><p>Organisé(e) et rigoureux(se), tu sais mener et encadrer des projets avec succès.</p><p>Ayant déjà évolué dans un environnement agile, tu sais faire preuve d’adaptabilité.</p><p>Ton bon relationnel te permet de travailler facilement en équipe et de façon transverse avec les métiers.</p><p>Une bonne capacité d’analyse et de synthèse te permet d’être force de proposition.</p>",30 - 40 k€ brut annuel
53,Responsable Data Science F/H,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE,101888,597152,"<br />Doté(e) d'une expérience solide en datascience, vous avez une première expérience du management et un intérêt pour le secteur bancaire.<br />Vous vous distinguez par vos capacités d'analyse et votre vision stratégique ainsi que par un management bienveillant et ambitieux auprès des collaborateurs.<br />Vous savez transformer la puissance de la datascience en applications concrètes pour soutenir le développement commercial<br />Bon(ne) communicant(e) vous saurez présenter et défendre vos convictions auprès d'interlocuteurs variés.<br />Poste basé à Chessy - Val d'Europe (au pied du RER A).","Nous bâtissons chaque jour une banque mutualiste et coopérative en phase avec son temps ; une banque déjà pleinement engagée sur son territoire et auprès de ses habitants ; une banque qui agit chaque jour dans l'intérêt de ses clients et de la société ; une banque à la fois humaine et connectée, experte et accessible, locale et universelle.<br /><br />La Caisse Régionale Brie Picardie présente sur la Seine-et-Marne, l'Oise et la Somme a pour vocation de conseiller, soutenir et accompagner les projets du territoire. Avec un résultat net de 173 millions d'euros en 2019 et 4 milliards de capitaux propres consolidés, elle occupe une position de leader sur l'ensemble des marchés et dispose d'une solidité financière forte.<br /><br />Riche de 2 750 collaborateurs engagés, nous investissons fortement dans leurs compétences afin d'apporter les meilleures expertises à plus d'1 million de clients qui nous font confiance. Cela se concrétise par des partenariats avec des écoles prestigieuses, telles que l'ESSEC, Skema ou l'IUP de Caen.<br />Nous recherchons les compétences et les talents de demain, ils pourront bénéficier de nombreuses opportunités de carrière au sein de notre Caisse Régionale comme du Groupe Crédit Agricole. <br /><br />Nous confirmons actuellement notre politique de développement par l'intégration de nouveaux collaborateurs.<br /><br />Le Crédit Agricole s'engage, depuis plusieurs années, en faveur de l'emploi des personnes en situation de handicap. Nous résumons notre ambition dans une devise : Toutes les compétences, rien que les compétences.<br />","Rattaché(e) au département Marketing et Expérience client, le/la Responsable Data Science est à la tête d'une équipe de 6 collaborateurs (4 Data Scientists, 1 Data Engineer et 1 Data Analyst).<br /><br />Le périmètre de notre équipe Data Science & Analytics recouvre 2 activités principales :<br />Data Science : Conception et réalisation d'outils opérationnels pour le Business ou l'optimisation de process, basés sur les techniques de Machine Learning/ Big Data/ IA<br />Analytics : Analyses permettant d'apporter à la Caisse régionale une vision stratégique de la relation client, Gouvernance de la donnée, développement d'indicateurs de performance et de dashboards interactifs<br />Les projets sont menés en mode agile Scrum, sur des cycles courts, avec des livraisons incrémentales régulières, en transverse entre l'équipe Data et les métiers.<br />Le rôle du Manager est de construire la feuille de route de l'équipe et de s'assurer de sa mise en oeuvre opérationnelle. Au quotidien ses missions sont variées :<br />Participer au développement de la culture data au sein de la Caisse régionale et être force de proposition auprès des métiers sur les possibilités de développement grâce à l'exploitation des données<br />Avec le soutien de l'équipe construire des algorithmes innovants, organiser et mettre en oeuvre des études permettant de mieux cerner l'évolution des comportements clients, produire les outils de pilotage de la relation client<br />Proposer des évolutions de notre stratégie en fonction des enseignements tirés et les présenter aux différents comités<br />Piloter l'activité par la planification, la priorisation, l'organisation des actions à mener sur le périmètre<br />Accompagner le développement des compétences et la performance des collaborateurs de l'unité,<br />Représenter la Caisse Régionale au sein du Groupe et auprès de prestataires ou de partenaires extérieurs sur les sujets de Datascience",A négocier
54,Business Analyst F/H,Cadreo,101888,200269,"De formation Bac +5 spécialisée en statistiques (ENSAI, ENSAE, ISUP ou master un iversitaire équivalent), vous avez idéalement une première expérience (2 ou 3 a ns) dans le domaine de la data. Vous savez utiliser les méthodologies statistiques appropriées afin de répondre de manière efficace à des problématiques business.Vous maîtrisez les langages SAS, SQL et Python, les concepts et la mise en pratique des méthodes de machine Learning, les environnements Tableau et Terradata.
Enthousiaste et curieux, au contact permanent des équipes métiers, VO us avez envie de devenir ""le partenaire data"" privilégié de cette transformation portée par l'innovation.","Depuis sa création, Bouygues Telecom propose des solutions pour mettre la révolution numérique à la portée de tous. Ses 7000 collaborateurs ont tous le même objectif : développer les usages numériques de ses clients pour leur offrir une expérience intense de la technologie.","Choisir Bouygues Telecom, c'est choisir de vivre une expérience professionnelle unique pour gagner en compétences aux côtés d'experts reconnus. Venez développer vos talents et découvrir de nouveaux horizons numériques dans un groupe qui met le meilleur de la technologie au service de l'expérience client.

Chez Bouygues Telecom, nous avons fait de l'expérience client est un enjeux maj eur pour se différencier et fidéliser durablement nos clients. La direction Stratégie et Outils de la Relation Client pilote un ambitieux programme de gestion des contacts et parcours clients sur nos canaux.
Nous mettons en oeuvre les dernières innovations technologiques (serveurs vocaux en langage naturel, chatbot, voicebot, parcours d'auto-résolution en ligne, RPA...) pour orienter nos clients vers la meilleure réponse et favoriser son autonomie.
Dans ce contexte dynamique et stimulant, vous mettrez à profit vos compétences techniques pour extraire des informations pertinentes de la masse de données disponible, construire d es outils de pilotage des parcours omnicanaux pour permettre à l'ensemble des directions impliquées (Expérience Clients, Digitales, Relation Clients, Marketing...) de comprendre et améliorer le dispositif.
Vous serez donc amené(e) :
à construire des dashboards métiers,
mener des analyses exploratoires et des études ad'hoc sur l'ensemble des sources de données disponibles (contacts, navigations, dmp...).
En lien avec les équipes Connaissance Client et Big Data, vous travaillerez également :
sur des modèles pour anticiper les comportements clients(scoring, segmentation...),
adapter nos réponses sur la base de ces triggers.",A négocier
55,Chef de projet fonctionnel - Paris (75) F/H,HUNTEO,101888,597152,"Vous présenter 3 ans d'expérience minimum sur un poste similaire dans le domaine du retail idéalement.<br />Vous avez un bon niveau d'anglais.  <br /><br />Vous êtes un bon communiquant et avez la capacité d'échanger avec tout type d'interlocuteurs (techniques, fonctions supports, directions ...).<br /><br />Enfin, si vous êtes ...<br />- Enthousiaste<br />- Dynamique<br />- Force de proposition<br />- Force de conviction<br /><br />... Et allez naturellement au devant des autres alors ce poste est fait pour vous !<br /><br />A savoir : <br />- CDI<br />- Rémunération entre 50 - 55 KEUR bruts annuels<br />- Prime sur objectifs <br />- Tickets restaurants","Hunteo est un cabinet de recrutement nantais, au rayonnement national, qui a choisi de mettre au coeur de son activité la connaissance de ses clients et de leur marché.","Nous recherchons un(e) Chef(fe) de projet fonctionnel / AMOA pour la DSI d'un de nos clients : un réseau de distribution qui évolue notamment auprès des entreprises du bâtiment.<br />L'entreprise compte aujourd'hui 50 collaborateurs et se situe à Paris (Saint-Lazare).     <br /><br />La personne recrutée participera à des projets à forte valeur ajoutée pour l'entreprise et ses adhérents car la structure est en pleine transition et modernisation de ses outils informatiques et elle a besoin d'un nouveau talent pour accompagner son évolution.<br /><br />Sous la responsabilité du DSI, le Chef de projet recruté aura pour mission d'animer les adhérents de l'entreprise afin de mener à bien les projets de digitalisation et de modernisation des solutions proposées. <br /><br />Ainsi, vos missions principales seront les suivantes : <br /><br />- Recueillir les besoins auprès des adhérents<br />- Coordonner les projets<br />- Rédiger le cahier des charges fonctionnel<br />- Organiser<br />- Planifier<br />- Former les utilisateurs<br />- Communiquer<br /><br />Vous intervenez sur l'ensemble des phases des projets : de la génèse jusqu'à la finalisation. <br />Vous avez un réel rôle de facilitateur afin de cerner et de convaincre chaque acteur de la valeur ajoutée des projets menés.<br /><br />Vous travaillez au sein d'une équipe de 4 personnes (vous compris) : <br />- Le DSI<br />- Un Web Master<br />- Un Data Analyst<br /><br /><br />Les + du poste :<br />- Entreprise en croissance<br />- Participation à des projets à forte valeur ajoutée<br />- Autonomie et capacité à être force de proposition",50 - 55 k€ brut annuel
